Metric,Hits@1,Hits@3,Hits@10,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit100,AUC,AP
deepwalk_mrr_hancqbvk,0.0318,0.0802,0.1263,0.4645,0.0731,0.0318,0.0802,0.1263,0.4645,0.9355,0.9279
deepwalk_mrr_et9qua5x,0.0148,0.0257,0.0688,0.3608,0.0386,0.0148,0.0257,0.0688,0.3608,0.9202,0.9028
deepwalk_mrr_migj2tq7,0.0109,0.0351,0.0751,0.3743,0.0393,0.0109,0.0351,0.0751,0.3743,0.9171,0.9017
deepwalk_mrr_i1ifwb7j,0.043,0.0497,0.112,0.4222,0.0666,0.043,0.0497,0.112,0.4222,0.9267,0.9149
deepwalk_mrr_p8qp64ue,0.0155,0.0219,0.0507,0.3259,0.0322,0.0155,0.0219,0.0507,0.3259,0.9085,0.8832
deepwalk_mrr_kph9uxnv,0.0433,0.0746,0.1082,0.5014,0.0789,0.0433,0.0746,0.1082,0.5014,0.9375,0.9302
node2vec_mrr_74m8ba9e_struc2vec,0.0247,0.0341,0.0759,0.3578,0.0454,0.0247,0.0341,0.0759,0.3578,0.8553,0.8584
node2vec_mrr_ik95iq3l_struc2vec,0.0015,0.0504,0.1052,0.3764,0.0428,0.0015,0.0504,0.1052,0.3764,0.8577,0.8645
node2vec_mrr_i72r2m1p_struc2vec,0.0234,0.0369,0.1075,0.3733,0.0487,0.0234,0.0369,0.1075,0.3733,0.8544,0.8622
node2vec_mrr_5gkaf20w_struc2vec,0.0441,0.0525,0.1342,0.3682,0.0698,0.0441,0.0525,0.1342,0.3682,0.8567,0.8646
Best,0.262,0.2755,0.3328,0.658,0.2902,0.262,0.2755,0.3328,0.658,0.9555,0.9575
