model,seed,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC
MLP-tfidf,3,0.98,4.53,6.9,9.93,15.54,23.11,3.74,0.98,4.53,6.9,9.93,15.54,23.11,67.09,69.25
MLP-tfidf,4,0.77,4.01,7.15,10.19,15.85,23.47,3.54,0.77,4.01,7.15,10.19,15.85,23.47,67.83,69.83
MLP-tfidf,0,1.13,6.9,21.92,32.58,49.61,62.17,5.92,1.13,6.9,21.92,32.58,49.61,62.17,90.08,90.23
MLP-tfidf,1,0.62,7.0,22.39,33.2,49.2,61.66,5.97,0.62,7.0,22.39,33.2,49.2,61.66,90.06,90.22
MLP-tfidf,2,0.98,7.05,22.23,32.48,49.15,62.43,5.93,0.98,7.05,22.23,32.48,49.15,62.43,90.13,90.27
MLP-tfidf,3,0.67,6.95,22.13,32.73,49.25,62.22,5.96,0.67,6.95,22.13,32.73,49.25,62.22,90.09,90.24
MLP-tfidf,4,1.54,7.0,22.08,32.94,49.15,62.48,5.97,1.54,7.0,22.08,32.94,49.15,62.48,90.15,90.29
MLP-tfidf,0,0.36,0.67,1.7,3.45,14.57,23.01,1.16,0.36,0.67,1.7,3.45,14.57,23.01,70.48,70.9
MLP-tfidf,1,0.41,0.67,2.16,3.5,14.72,22.13,1.19,0.41,0.67,2.16,3.5,14.72,22.13,70.95,71.46
MLP-tfidf,2,0.31,0.87,2.21,3.4,14.77,22.08,1.12,0.31,0.87,2.21,3.4,14.77,22.08,71.35,71.39
MLP-tfidf,3,0.46,0.67,3.04,4.07,14.0,21.92,1.42,0.46,0.67,3.04,4.07,14.0,21.92,69.84,70.11
MLP-tfidf,4,0.26,0.67,2.01,4.17,13.79,21.2,1.11,0.26,0.67,2.01,4.17,13.79,21.2,70.58,70.85
MLP-tfidf,0,0.0,0.15,1.18,1.65,3.91,6.64,0.53,0.0,0.15,1.18,1.65,3.91,6.64,42.76,52.07
MLP-tfidf,1,0.0,0.15,1.03,1.54,3.86,6.07,0.47,0.0,0.15,1.03,1.54,3.86,6.07,48.62,50.23
MLP-tfidf,2,0.0,0.21,1.13,2.01,3.4,6.95,0.51,0.0,0.21,1.13,2.01,3.4,6.95,42.4,51.56
MLP-tfidf,3,0.0,0.15,1.13,2.11,4.48,7.82,0.58,0.0,0.15,1.13,2.11,4.48,7.82,47.29,53.96
MLP-tfidf,4,0.0,0.21,1.13,2.42,4.48,7.82,0.61,0.0,0.21,1.13,2.42,4.48,7.82,52.69,53.76
MLP-tfidf,0,1.18,2.83,11.17,14.41,23.52,30.98,4.51,1.18,2.83,11.17,14.41,23.52,30.98,75.29,77.04
MLP-tfidf,1,1.03,5.1,10.24,14.82,22.9,31.76,3.94,1.03,5.1,10.24,14.82,22.9,31.76,75.64,77.26
MLP-tfidf,2,2.01,3.76,10.81,16.88,24.96,32.78,4.97,2.01,3.76,10.81,16.88,24.96,32.78,76.44,78.26
MLP-tfidf,3,2.06,4.17,10.96,14.36,23.11,32.06,4.69,2.06,4.17,10.96,14.36,23.11,32.06,75.74,77.42
MLP-tfidf,4,2.11,3.65,11.89,14.36,23.42,30.73,4.82,2.11,3.65,11.89,14.36,23.42,30.73,75.37,77.15
MLP-tfidf,0,0.67,2.16,6.18,11.73,16.73,21.51,2.65,0.67,2.16,6.18,11.73,16.73,21.51,67.0,68.89
MLP-tfidf,0,1.75,19.3,33.14,38.6,53.47,62.89,14.53,1.75,19.3,33.14,38.6,53.47,62.89,89.46,90.7
MLP-tfidf,1,0.82,2.16,4.99,10.65,16.57,21.62,2.68,0.82,2.16,4.99,10.65,16.57,21.62,66.56,68.69
MLP-tfidf,1,1.75,19.4,30.11,37.93,53.27,63.3,14.65,1.75,19.4,30.11,37.93,53.27,63.3,89.47,90.69
MLP-tfidf,0,0.46,0.98,3.35,6.85,13.02,18.94,1.79,0.46,0.98,3.35,6.85,13.02,18.94,65.48,66.68
