Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,batch_size,base_lr
cora_runb7i3obmd_GAT,88.56,90.77,91.51,91.7,91.88,92.07,89.03,88.56,90.77,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,4,0.1,0,5,,0.015
cora_runvwngktpt_GAT,88.56,90.77,91.51,91.7,91.88,92.07,89.03,88.56,90.77,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,4,0.1,0,6,,0.015
cora_runjrqyvv63_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,4,0.1,0,7,,0.015
cora_runphickcg2_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,2,0.1,0,5,,0.015
cora_run4otfzn0v_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,2,0.1,0,6,,0.015
cora_run62qmzekx_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,2,0.1,0,7,,0.015
cora_runugs5rlci_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,8,0.1,0,5,,0.015
cora_runovd03cs4_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,8,0.1,0,6,,0.015
cora_run1i70lk5s_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,8,0.1,0,7,,0.015
cora_run7tyvwkod_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,16,0.1,0,5,,0.015
cora_runb2faarzt_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,16,0.1,0,6,,0.015
cora_runfh7e7w3o_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,256,16,0.1,0,7,,0.015
cora_runp2aa50jd_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,4,0.1,0,5,,0.015
cora_runk4xua7ia_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,4,0.1,0,6,,0.015
cora_run32p5fv7e_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,4,0.1,0,7,,0.015
cora_runbbfojei7_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,2,0.1,0,5,,0.015
cora_runzvytudht_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,2,0.1,0,6,,0.015
cora_runvvoqx811_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,2,0.1,0,7,,0.015
cora_run465wrkr1_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,8,0.1,0,5,,0.015
cora_run9q6hxo3f_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,8,0.1,0,6,,0.015
cora_runmgwd67ij_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,8,0.1,0,7,,0.015
cora_runkv8skfcg_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,16,0.1,0,5,,0.015
cora_runz5rqpxcy_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,16,0.1,0,6,,0.015
cora_runylijxeu5_GAT,88.56,89.48,91.51,91.7,91.88,92.07,89.03,88.56,89.48,91.51,91.7,91.88,92.07,96.39,97.55,89.85,512,512,16,0.1,0,7,,0.015
cora_run2malb7pk_GAT,2.21,55.17,69.56,82.29,89.85,92.07,54.83,2.21,55.17,69.56,82.29,89.85,92.07,95.55,96.23,84.78,64,64,4,0.1,0,5,,0.015
cora_runxshkgtmm_GAT,2.21,53.69,65.31,82.29,89.85,92.07,52.01,2.21,53.69,65.31,82.29,89.85,92.07,95.57,96.19,83.86,64,64,4,0.1,0,5,,0.015
cora_runwsulcj5b_GAT,2.21,53.69,65.31,80.81,89.85,92.07,52.01,2.21,53.69,65.31,80.81,89.85,92.07,95.57,96.24,83.86,64,64,4,0.1,0,5,,0.015
cora_runlznw7z0n_GAT,2.21,53.69,65.31,80.81,90.59,92.07,53.63,2.21,53.69,65.31,80.81,90.59,92.07,95.68,96.29,83.86,64,64,4,0.1,0,5,,0.015
cora_runf1hatshy_GAT,84.69,89.11,90.41,91.51,92.25,92.44,81.87,84.69,89.11,90.41,91.51,92.25,92.44,96.42,97.47,86.26,64,64,4,0.1,0,5,,0.015
cora_run8f8ul4p8_GAT,74.91,86.72,90.59,91.51,92.25,92.44,82.01,74.91,86.72,90.59,91.51,92.25,92.44,96.42,97.47,86.26,64,64,4,0.1,0,6,,0.015
cora_run4i5uret9_GAT,74.91,86.72,90.22,91.51,91.51,91.88,82.01,74.91,86.72,90.22,91.51,91.51,91.88,96.42,97.47,86.26,64,64,4,0.1,0,7,,0.015
cora_runfsnik38p_GAT,74.91,87.45,90.22,91.7,91.51,91.88,82.01,74.91,87.45,90.22,91.7,91.51,91.88,96.42,97.47,86.26,64,64,2,0.1,0,5,,0.015
cora_run4bv72nud_GAT,74.91,86.9,90.59,91.7,91.51,91.88,82.01,74.91,86.9,90.59,91.7,91.51,91.88,96.42,97.24,86.26,64,64,2,0.1,0,6,,0.015
