Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,batch_size,lr
cora_run1861i1lr_VGAE,40.04,66.42,86.53,93.54,97.6,99.63,56.01,40.04,66.42,86.53,93.54,97.6,99.63,99.14,99.19,89.11,192,192,16384,0.02
cora_run25i5p8sq_VGAE,40.04,66.42,86.53,93.54,97.6,99.63,56.01,40.04,66.42,86.53,93.54,97.6,99.63,99.14,99.19,89.11,192,192,16384,0.04
cora_runo2u9ty60_VGAE,40.04,66.42,86.53,93.54,97.6,99.63,56.01,40.04,66.42,86.53,93.54,97.6,99.63,99.14,99.19,89.11,192,192,16384,0.1
cora_runjrh8fpkj_VGAE,91.33,91.33,95.57,95.94,98.52,98.89,92.18,91.33,91.33,95.57,95.94,98.52,98.89,99.5,99.59,96.31,160,160,8192,0.01
cora_run2z5syv27_VGAE,91.33,91.33,95.57,95.94,98.52,99.45,92.18,91.33,91.33,95.57,95.94,98.52,99.45,98.91,99.59,95.29,160,160,8192,0.04
cora_runn7vzv6dt_VGAE,91.33,91.33,95.94,95.94,98.52,99.45,92.18,91.33,91.33,95.94,95.94,98.52,99.45,99.16,99.5,95.29,160,160,16384,0.01
cora_run5wv62g6m_VGAE,91.33,91.33,95.94,95.94,98.52,99.45,92.18,91.33,91.33,95.94,95.94,98.52,99.45,99.16,99.5,95.29,160,160,16384,0.04
cora_runyl8hk18l_VGAE,91.33,91.33,95.94,95.94,98.52,99.45,92.18,91.33,91.33,95.94,95.94,98.52,99.45,99.16,99.5,96.59,160,176,8192,0.01
cora_run8h79int9_VGAE,91.33,91.33,95.94,95.94,98.52,99.08,92.18,91.33,91.33,95.94,95.94,98.52,99.08,99.16,99.5,96.59,160,176,8192,0.04
cora_runtq6y9aje_VGAE,64.94,91.14,94.65,95.94,98.52,99.08,75.93,64.94,91.14,94.65,95.94,98.52,99.08,99.33,99.48,96.59,160,176,16384,0.01
cora_run83u3ztrx_GAE,26.01,42.62,95.2,96.31,97.79,98.89,42.63,26.01,42.62,95.2,96.31,97.79,98.89,99.04,99.2,96.59,160,160,8192,0.01
cora_runrlfo8ks6_VGAE,64.94,91.14,94.65,95.94,98.52,99.08,75.93,64.94,91.14,94.65,95.94,98.52,99.08,99.33,99.48,96.59,160,176,16384,0.04
cora_runkg9tl9q1_GAE,26.01,42.62,95.2,96.31,97.79,98.89,42.63,26.01,42.62,95.2,96.31,97.79,98.89,99.04,99.2,96.59,160,160,8192,0.04
cora_runegjs5008_VGAE,64.94,91.14,94.65,95.94,98.52,98.71,75.93,64.94,91.14,94.65,95.94,98.52,98.71,98.87,99.48,96.59,176,160,8192,0.01
cora_runl5x7v1ln_GAE,26.01,42.62,95.2,96.31,97.79,98.89,42.63,26.01,42.62,95.2,96.31,97.79,98.89,99.11,99.2,96.59,160,160,16384,0.01
cora_run3ousxuzk_VGAE,64.94,91.14,94.65,95.94,98.52,98.71,75.93,64.94,91.14,94.65,95.94,98.52,98.71,98.87,99.48,96.59,176,160,8192,0.04
cora_runiot7kq17_GAE,26.01,42.62,95.2,96.31,97.79,98.89,42.63,26.01,42.62,95.2,96.31,97.79,98.89,99.11,99.2,96.59,160,160,16384,0.04
cora_runkmz2mcvb_GAE,26.01,42.62,95.2,96.31,98.15,98.89,42.63,26.01,42.62,95.2,96.31,98.15,98.89,99.11,99.2,96.59,160,176,8192,0.01
cora_runmb2ytoe9_VGAE,64.94,91.14,95.02,95.94,98.52,98.71,75.93,64.94,91.14,95.02,95.94,98.52,98.71,99.32,99.48,96.59,176,160,16384,0.01
cora_runvdl2omxm_GAE,26.01,42.62,95.2,96.31,98.15,98.89,42.63,26.01,42.62,95.2,96.31,98.15,98.89,99.11,99.2,96.59,160,176,8192,0.04
cora_runl1nl2blh_VGAE,64.94,91.14,95.02,95.94,98.52,98.71,75.93,64.94,91.14,95.02,95.94,98.52,98.71,99.32,99.48,96.59,176,160,16384,0.04
cora_runx9prqkpg_GAE,78.23,87.08,95.2,96.31,98.15,98.89,84.1,78.23,87.08,95.2,96.31,98.15,98.89,99.11,99.2,96.77,160,176,16384,0.01
cora_runeg0aenzr_VGAE,64.94,91.14,94.83,95.94,98.52,98.71,75.93,64.94,91.14,94.83,95.94,98.52,98.71,99.32,99.48,96.59,176,176,8192,0.01
cora_runtr5avtaj_GAE,78.23,87.08,95.2,96.31,98.15,98.89,84.1,78.23,87.08,95.2,96.31,98.15,98.89,99.11,99.2,96.77,160,176,16384,0.04
cora_run3br8xkzg_VGAE,64.94,91.14,94.83,95.94,98.52,98.71,75.93,64.94,91.14,94.83,95.94,98.52,98.71,99.32,99.48,96.59,176,176,8192,0.04
cora_runlcqio23n_GAE,78.23,87.08,95.76,96.31,97.79,98.71,84.1,78.23,87.08,95.76,96.31,97.79,98.71,98.86,99.2,96.77,176,160,8192,0.01
cora_runpbh37ict_VGAE,64.94,91.14,94.83,95.94,98.52,98.71,75.93,64.94,91.14,94.83,95.94,98.52,98.71,99.32,99.48,96.59,176,176,16384,0.01
cora_runt0914i5e_GAE,78.23,87.08,95.76,96.31,97.79,98.71,84.1,78.23,87.08,95.76,96.31,97.79,98.71,98.86,99.2,96.77,176,160,8192,0.04
cora_runmh5ps7v4_VGAE,64.94,91.14,94.83,95.94,98.52,98.71,75.93,64.94,91.14,94.83,95.94,98.52,98.71,99.32,99.48,96.59,176,176,16384,0.04
cora_run7jyu7m7v_GAE,78.23,87.27,95.57,96.31,97.79,98.71,84.1,78.23,87.27,95.57,96.31,97.79,98.71,99.33,99.41,96.49,176,160,16384,0.01
cora_runiglctzuf_GAE,78.23,87.27,95.57,96.31,97.79,98.71,84.1,78.23,87.27,95.57,96.31,97.79,98.71,99.33,99.41,96.49,176,160,16384,0.04
cora_runp9ap9njj_GAE,78.23,87.27,95.57,96.31,97.79,98.71,84.1,78.23,87.27,95.57,96.31,97.79,98.71,99.33,99.41,96.49,176,176,8192,0.01
cora_runtgldbko6_GAE,78.23,87.27,95.57,96.31,97.79,98.71,84.1,78.23,87.27,95.57,96.31,97.79,98.71,99.33,99.41,96.49,176,176,8192,0.04
cora_runddyvwssq_GAE,78.23,87.27,95.57,96.31,97.79,98.71,84.1,78.23,87.27,95.57,96.31,97.79,98.71,99.33,99.41,96.49,176,176,16384,0.01
cora_run7464bva5_GAE,78.23,87.27,95.57,96.31,97.79,98.71,84.1,78.23,87.27,95.57,96.31,97.79,98.71,99.33,99.41,96.49,176,176,16384,0.04
Best,91.33,91.33,95.94,96.31,98.52,99.63,92.18,91.33,91.33,95.94,96.31,98.52,99.63,99.5,99.59,96.77,192,192,16384,0.1
