Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,batch_size_sampler,walk_length,num_steps,sample_coverage,epochs,batch_size
cora_runigkt9qc7_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,1024,20,30,100,50,64.0
cora_runlck2spfg_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,128,20,30,100,50,128.0
cora_run66fun506_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,256,20,30,100,50,128.0
cora_runj3znzuxw_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,1024,20,30,100,50,128.0
cora_run7pzrzw1a_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,128,20,30,100,50,256.0
cora_runds8czvfk_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,256,20,30,100,50,256.0
cora_run1fixgiwq_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,1024,20,30,100,50,256.0
cora_runm5hx3d5d_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,128,20,30,100,50,1024.0
cora_runiihrmthy_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,256,20,30,100,50,1024.0
cora_runr29rgaja_GAE,29.55,47.39,75.08,88.29,98.29,100.0,43.01,29.55,47.39,75.08,88.29,98.29,100.0,92.17,95.64,83.12,16,32,1024,20,30,100,50,1024.0
cora_runmexps6ok_GAE,29.55,47.39,78.89,88.29,98.29,100.0,43.01,29.55,47.39,78.89,88.29,98.29,100.0,92.17,95.64,83.12,16,32,128,20,30,100,50,2048.0
cora_runxbxoxj7g_GAE,29.55,47.39,78.89,88.29,98.29,100.0,43.01,29.55,47.39,78.89,88.29,98.29,100.0,92.17,95.64,83.12,16,32,256,20,30,100,50,2048.0
cora_runf7ecwkaf_GAE,29.55,47.39,78.89,88.29,98.29,100.0,43.01,29.55,47.39,78.89,88.29,98.29,100.0,92.17,95.64,83.12,16,32,1024,20,30,100,50,2048.0
cora_run50tlfepf_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,16.0
cora_runih7o7wa8_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,16.0
cora_runsrosa49s_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,16.0
cora_runpbgq9s87_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,32.0
cora_runknhszao5_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,32.0
cora_runsm5erbod_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,32.0
cora_runju04nm11_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,64.0
cora_runwoyk13xe_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,64.0
cora_runkr6jap7f_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,64.0
cora_runh0afo8r3_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,128.0
cora_rund01zg8of_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,128.0
cora_runobwjx5px_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,128.0
cora_run2eogv7iv_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,256.0
cora_run6hla1gy4_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,256.0
cora_rungip8lsdv_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,256.0
cora_runywiajb8b_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,1024.0
cora_runrs1135gn_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,1024.0
cora_run17lmq73v_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,1024.0
cora_run4ae3zk78_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,128,20,30,100,50,2048.0
cora_runcgzz14pe_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,256,20,30,100,50,2048.0
cora_runp70zotj3_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,64,1024,20,30,100,50,2048.0
cora_run1nsziosd_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,128,128,20,30,100,50,16.0
cora_runiuommiez_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,128,256,20,30,100,50,16.0
cora_runjd9lm0vq_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,128,1024,20,30,100,50,16.0
cora_runqlk9ea7z_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,128,128,20,30,100,50,32.0
cora_runo9ix1nm3_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,128,256,20,30,100,50,32.0
cora_runs06cxma0_GAE,29.55,58.57,82.14,92.25,98.29,100.0,51.27,29.55,58.57,82.14,92.25,98.29,100.0,93.92,96.62,83.12,16,128,1024,20,30,100,50,32.0
cora_runpga4uns7_GAE,29.55,58.57,82.14,91.33,98.99,100.0,51.27,29.55,58.57,82.14,91.33,98.99,100.0,93.79,96.57,83.12,16,128,128,20,30,100,50,64.0
cora_runnk86q9ya_GAE,29.55,58.57,82.14,91.33,98.99,100.0,51.27,29.55,58.57,82.14,91.33,98.99,100.0,93.79,96.57,83.12,16,128,256,20,30,100,50,64.0
cora_runqc6xsfyc_GAE,37.32,61.51,89.56,97.54,100.0,100.0,52.47,37.32,61.51,89.56,97.54,100.0,100.0,91.81,95.97,84.94,32,32,128,10,10,100,200,2048.0
cora_run7ietqjte_GAE,37.61,61.01,89.76,97.54,100.0,100.0,52.64,37.61,61.01,89.76,97.54,100.0,100.0,91.84,96.0,84.64,32,32,128,10,10,100,200,32.0
cora_runa8r4kkgt_GAE,37.61,61.01,89.76,97.54,100.0,100.0,52.64,37.61,61.01,89.76,97.54,100.0,100.0,91.84,96.0,85.28,32,32,128,10,10,100,200,64.0
cora_runjs98qhqp_GAE,25.26,48.08,77.25,96.24,99.79,100.0,41.47,25.26,48.08,77.25,96.24,99.79,100.0,86.55,94.03,83.74,16,16,128,10,5,100,200,32.0
cora_runueki2edh_GAE,25.26,48.08,88.7,96.58,99.79,100.0,41.47,25.26,48.08,88.7,96.58,99.79,100.0,91.5,94.03,83.74,16,16,128,10,10,100,200,32.0
cora_runmeaptpur_GAE,25.26,48.08,87.49,96.58,99.79,100.0,41.47,25.26,48.08,87.49,96.58,99.79,100.0,91.5,94.03,83.74,16,16,128,10,5,100,200,64.0
cora_run4osuozb8_GAE,25.26,48.08,87.49,96.58,99.79,100.0,41.47,25.26,48.08,87.49,96.58,99.79,100.0,91.5,94.03,83.74,16,16,128,10,10,100,200,64.0
cora_runhx4s1bj4_GAE,25.26,40.78,82.02,96.58,99.79,100.0,35.44,25.26,40.78,82.02,96.58,99.79,100.0,91.5,93.1,83.74,16,16,128,10,5,100,200,128.0
cora_runv4yklqya_GAE,29.9,40.78,82.02,96.58,99.79,100.0,35.44,29.9,40.78,82.02,96.58,99.79,100.0,91.5,93.1,83.74,16,16,128,10,10,100,200,128.0
cora_rundx2vdw77_GAE,29.9,40.78,82.02,96.58,99.79,100.0,35.44,29.9,40.78,82.02,96.58,99.79,100.0,91.5,93.1,83.74,16,32,128,10,5,100,200,32.0
cora_runk5617fsz_GAE,29.9,40.78,82.02,96.41,99.79,100.0,35.44,29.9,40.78,82.02,96.41,99.79,100.0,91.4,95.55,83.71,16,32,128,10,10,100,200,32.0
cora_run5q5nf2tq_GAE,29.9,40.78,90.33,97.24,99.8,100.0,35.44,29.9,40.78,90.33,97.24,99.8,100.0,92.56,96.35,83.71,16,32,128,10,5,100,200,64.0
cora_runoapco7mf_GAE,29.9,40.78,90.33,97.24,99.8,100.0,35.44,29.9,40.78,90.33,97.24,99.8,100.0,92.56,96.35,83.71,16,32,128,10,10,100,200,64.0
cora_runq05prmfo_GAE,29.9,40.78,90.33,97.24,99.8,100.0,35.44,29.9,40.78,90.33,97.24,99.8,100.0,92.56,96.35,83.71,16,32,128,10,5,100,200,128.0
Best,50.55,72.4,93.78,99.82,100.0,100.0,61.71,50.55,72.4,93.78,99.82,100.0,100.0,93.99,96.91,87.0,160,160,1024,80,30,200,200,
