Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc
cora_04dxrnlt_gae,0.0989,0.1027,0.27,0.5437,0.7186,0.8859,0.1498,0.0989,0.1027,0.27,0.5437,0.7186,0.8859,0.8378,0.8326,0.76426
cora_9ghnema8_gae,0.2662,0.4563,0.5589,0.6616,0.8479,0.9163,0.387,0.2662,0.4563,0.5589,0.6616,0.8479,0.9163,0.8922,0.9102,0.79848
cora_x20c53nl_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_ji7mmvnu_gae,0.2624,0.4335,0.5779,0.6502,0.8479,0.9163,0.3813,0.2624,0.4335,0.5779,0.6502,0.8479,0.9163,0.8888,0.9071,0.79848
cora_qyzuq527_gae,0.2586,0.4335,0.5589,0.654,0.8479,0.924,0.382,0.2586,0.4335,0.5589,0.654,0.8479,0.924,0.8895,0.9079,0.80608
cora_4by6dtyo_gae,0.2776,0.4829,0.5437,0.654,0.8479,0.9202,0.3995,0.2776,0.4829,0.5437,0.654,0.8479,0.9202,0.892,0.9093,0.80418
cora_bi8338t4_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_dpuojlk4_gae,0.3042,0.4753,0.5817,0.6654,0.8517,0.9202,0.4092,0.3042,0.4753,0.5817,0.6654,0.8517,0.9202,0.8942,0.9125,0.80989
cora_sb7ocykp_gae,0.2471,0.4563,0.5627,0.6464,0.8555,0.924,0.3769,0.2471,0.4563,0.5627,0.6464,0.8555,0.924,0.8913,0.9086,0.80228
cora_w8nutuo0_gae,0.2814,0.4297,0.5399,0.6616,0.8517,0.9202,0.3879,0.2814,0.4297,0.5399,0.6616,0.8517,0.9202,0.8908,0.9079,0.80608
cora_89q80tn1_gae,0.2281,0.4791,0.5817,0.6616,0.8479,0.924,0.3711,0.2281,0.4791,0.5817,0.6616,0.8479,0.924,0.8922,0.9092,0.80989
cora_bd4cvaw3_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3937,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8912,0.9086,0.80608
cora_tee75k7y_gae,0.2738,0.4449,0.5856,0.6692,0.8517,0.9163,0.392,0.2738,0.4449,0.5856,0.6692,0.8517,0.9163,0.8904,0.9097,0.79658
cora_c18wwpkh_gae,0.27,0.4411,0.5551,0.6616,0.8479,0.924,0.3851,0.27,0.4411,0.5551,0.6616,0.8479,0.924,0.8923,0.9096,0.81369
cora_b4qkxmbc_gae,0.2662,0.4601,0.5665,0.654,0.8403,0.9163,0.3858,0.2662,0.4601,0.5665,0.654,0.8403,0.9163,0.8921,0.909,0.80798
cora_5j72i28y_gae,0.2624,0.4411,0.5627,0.6502,0.8555,0.9202,0.3819,0.2624,0.4411,0.5627,0.6502,0.8555,0.9202,0.8901,0.9083,0.80798
cora_awx5ion3_gae,0.2357,0.4259,0.5665,0.654,0.8517,0.924,0.3665,0.2357,0.4259,0.5665,0.654,0.8517,0.924,0.8896,0.9073,0.80798
cora_r0lleai7_gae,0.2586,0.4183,0.5437,0.6616,0.8479,0.924,0.3748,0.2586,0.4183,0.5437,0.6616,0.8479,0.924,0.89,0.9074,0.80608
cora_bqwjpily_gae,0.27,0.4449,0.5475,0.6502,0.8517,0.9202,0.3862,0.27,0.4449,0.5475,0.6502,0.8517,0.9202,0.8887,0.9076,0.79848
cora_hp9a3xje_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_wcbf8vcf_gae,0.2662,0.4335,0.5551,0.6502,0.8479,0.924,0.3812,0.2662,0.4335,0.5551,0.6502,0.8479,0.924,0.8896,0.9075,0.80038
cora_hy7hp9s1_gae,0.2776,0.4525,0.5437,0.6616,0.8517,0.9163,0.3887,0.2776,0.4525,0.5437,0.6616,0.8517,0.9163,0.8908,0.9083,0.80608
cora_aq6usqhm_gae,0.2624,0.4259,0.5475,0.6578,0.8517,0.9202,0.3715,0.2624,0.4259,0.5475,0.6578,0.8517,0.9202,0.8893,0.9067,0.79468
cora_8b0qf1ot_gae,0.2624,0.4601,0.5437,0.6502,0.8403,0.9125,0.3891,0.2624,0.4601,0.5437,0.6502,0.8403,0.9125,0.8915,0.9086,0.80608
cora_a27vx1nv_gae,0.2662,0.4449,0.5589,0.6692,0.8479,0.9202,0.3885,0.2662,0.4449,0.5589,0.6692,0.8479,0.9202,0.8912,0.9098,0.80228
cora_2o5oygi7_gae,0.2433,0.4639,0.5741,0.6578,0.8479,0.924,0.378,0.2433,0.4639,0.5741,0.6578,0.8479,0.924,0.8899,0.9087,0.80798
cora_8xxotc0u_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_s97amjtz_gae,0.2624,0.4715,0.5399,0.6502,0.8403,0.9163,0.3902,0.2624,0.4715,0.5399,0.6502,0.8403,0.9163,0.8908,0.9084,0.80228
cora_zgop2v7y_gae,0.2586,0.4525,0.5551,0.6692,0.8517,0.9202,0.3821,0.2586,0.4525,0.5551,0.6692,0.8517,0.9202,0.8901,0.9084,0.80418
cora_29ibdc2v_gae,0.251,0.4525,0.5551,0.6578,0.8479,0.924,0.3819,0.251,0.4525,0.5551,0.6578,0.8479,0.924,0.8912,0.9089,0.79848
cora_4z5ftzli_gae,0.2814,0.4601,0.5741,0.654,0.8479,0.924,0.396,0.2814,0.4601,0.5741,0.654,0.8479,0.924,0.8904,0.9086,0.80418
cora_iglmrmfy_gae,0.2776,0.4297,0.5361,0.6616,0.8517,0.924,0.3881,0.2776,0.4297,0.5361,0.6616,0.8517,0.924,0.8902,0.9079,0.80798
cora_9khha7d6_gae,0.2395,0.4335,0.5589,0.6578,0.8517,0.9202,0.3696,0.2395,0.4335,0.5589,0.6578,0.8517,0.9202,0.8902,0.9077,0.80798
cora_n23mlzaf_gae,0.289,0.4677,0.5741,0.654,0.8517,0.9163,0.399,0.289,0.4677,0.5741,0.654,0.8517,0.9163,0.8892,0.9077,0.80228
cora_swn78rxh_gae,0.2357,0.4715,0.5741,0.6578,0.8479,0.9163,0.3746,0.2357,0.4715,0.5741,0.6578,0.8479,0.9163,0.8914,0.9095,0.80038
cora_d14rduil_gae,0.2776,0.4753,0.5551,0.6616,0.8479,0.9202,0.3955,0.2776,0.4753,0.5551,0.6616,0.8479,0.9202,0.8898,0.9088,0.80418
cora_9s5h3e7o_gae,0.2814,0.4449,0.5437,0.6654,0.8479,0.924,0.3961,0.2814,0.4449,0.5437,0.6654,0.8479,0.924,0.8923,0.9099,0.80038
cora_19zdmgda_gae,0.289,0.4601,0.5779,0.654,0.8517,0.9202,0.3971,0.289,0.4601,0.5779,0.654,0.8517,0.9202,0.8894,0.9077,0.80228
cora_400cgm6g_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3937,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8913,0.9086,0.80608
cora_fyxk5ia1_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_k4sctls8_gae,0.2433,0.4297,0.5551,0.6502,0.8517,0.9202,0.3719,0.2433,0.4297,0.5551,0.6502,0.8517,0.9202,0.889,0.9071,0.80989
cora_77s5b80d_gae,0.2471,0.4411,0.5551,0.6502,0.8517,0.9087,0.3748,0.2471,0.4411,0.5551,0.6502,0.8517,0.9087,0.889,0.907,0.80228
cora_k88u7116_gae,0.27,0.4639,0.5399,0.6502,0.8441,0.9163,0.393,0.27,0.4639,0.5399,0.6502,0.8441,0.9163,0.8915,0.9091,0.80418
cora_j3s14xzh_gae,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.3819,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.8911,0.9089,0.79658
cora_1oj8yu1u_gae,0.2243,0.4867,0.5741,0.6616,0.8479,0.9163,0.371,0.2243,0.4867,0.5741,0.6616,0.8479,0.9163,0.8913,0.909,0.79658
cora_2a1kcndk_gae,0.251,0.4373,0.5589,0.6616,0.8517,0.9125,0.373,0.251,0.4373,0.5589,0.6616,0.8517,0.9125,0.8888,0.9072,0.80038
cora_mrpz4bjk_gae,0.2548,0.4525,0.5589,0.6502,0.8479,0.9278,0.3809,0.2548,0.4525,0.5589,0.6502,0.8479,0.9278,0.8913,0.9091,0.80228
cora_d3k0gsq4_gae,0.2319,0.4715,0.5513,0.6616,0.8517,0.9202,0.3717,0.2319,0.4715,0.5513,0.6616,0.8517,0.9202,0.8903,0.9083,0.80989
cora_k7n6xrpb_gae,0.2662,0.4601,0.5361,0.654,0.8403,0.9125,0.3909,0.2662,0.4601,0.5361,0.654,0.8403,0.9125,0.8915,0.9087,0.80608
cora_dvnkkxip_gae,0.2548,0.4449,0.5665,0.6654,0.8517,0.9202,0.3837,0.2548,0.4449,0.5665,0.6654,0.8517,0.9202,0.8914,0.9098,0.79468
cora_xekzncr9_gae,0.3004,0.4677,0.5665,0.6616,0.8479,0.924,0.4066,0.3004,0.4677,0.5665,0.6616,0.8479,0.924,0.8909,0.9093,0.80608
cora_rglwn2lj_gae,0.2624,0.4487,0.5627,0.6464,0.8479,0.9202,0.3843,0.2624,0.4487,0.5627,0.6464,0.8479,0.9202,0.888,0.9068,0.80228
cora_4lmft00x_gae,0.2928,0.4601,0.5513,0.6578,0.8517,0.924,0.4012,0.2928,0.4601,0.5513,0.6578,0.8517,0.924,0.8916,0.9098,0.80228
cora_b67axt2y_gae,0.2776,0.4525,0.5817,0.6578,0.8479,0.9202,0.3942,0.2776,0.4525,0.5817,0.6578,0.8479,0.9202,0.8911,0.91,0.79658
cora_r3pu8m21_gae,0.2738,0.4221,0.5437,0.6616,0.8517,0.9354,0.3838,0.2738,0.4221,0.5437,0.6616,0.8517,0.9354,0.892,0.9086,0.80038
cora_w39jiln3_gae,0.2852,0.4639,0.5665,0.6654,0.8441,0.9202,0.3941,0.2852,0.4639,0.5665,0.6654,0.8441,0.9202,0.8926,0.9098,0.80608
cora_u5qtnsad_gae,0.2738,0.4373,0.5741,0.6578,0.8517,0.924,0.3874,0.2738,0.4373,0.5741,0.6578,0.8517,0.924,0.8908,0.9089,0.80228
cora_jjdgjul8_gae,0.2586,0.4601,0.5817,0.6616,0.8479,0.9163,0.3854,0.2586,0.4601,0.5817,0.6616,0.8479,0.9163,0.8922,0.9105,0.80228
cora_jkgs0668_gae,0.2586,0.4601,0.5779,0.654,0.8517,0.9278,0.3866,0.2586,0.4601,0.5779,0.654,0.8517,0.9278,0.8907,0.9096,0.80228
cora_k0xyox0s_gae,0.2852,0.4525,0.5779,0.6388,0.8479,0.9316,0.3956,0.2852,0.4525,0.5779,0.6388,0.8479,0.9316,0.8906,0.9085,0.80228
cora_vd2eo0uo_gae,0.2776,0.4297,0.5589,0.6654,0.8441,0.9278,0.3855,0.2776,0.4297,0.5589,0.6654,0.8441,0.9278,0.8886,0.907,0.80608
cora_u6m600vy_gae,0.2814,0.4791,0.5399,0.6502,0.8479,0.924,0.4019,0.2814,0.4791,0.5399,0.6502,0.8479,0.924,0.8929,0.9102,0.80608
cora_2jcbx7hq_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_f08g6i8h_gae,0.2928,0.4753,0.5741,0.6578,0.8479,0.9125,0.4009,0.2928,0.4753,0.5741,0.6578,0.8479,0.9125,0.8917,0.9098,0.80228
cora_wdn21gr8_gae,0.2852,0.4563,0.5703,0.6502,0.8479,0.9278,0.3965,0.2852,0.4563,0.5703,0.6502,0.8479,0.9278,0.8926,0.9099,0.80418
cora_8b2dwkyk_gae,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.3914,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80608
cora_8lt2khdf_gae,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.3921,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80608
cora_rjn5q61x_gae,0.2586,0.4335,0.5361,0.6616,0.8517,0.9163,0.3784,0.2586,0.4335,0.5361,0.6616,0.8517,0.9163,0.8895,0.908,0.80038
cora_hijq1iup_gae,0.2395,0.4677,0.5741,0.6616,0.8479,0.9163,0.3763,0.2395,0.4677,0.5741,0.6616,0.8479,0.9163,0.8913,0.9095,0.79848
cora_cw6nxp28_gae,0.2548,0.4373,0.5437,0.6578,0.8479,0.9202,0.3757,0.2548,0.4373,0.5437,0.6578,0.8479,0.9202,0.8897,0.9076,0.80228
cora_akcmq0ob_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_n8mgntuv_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_ll9scqrq_gae,0.2814,0.4639,0.5437,0.6616,0.8479,0.924,0.3954,0.2814,0.4639,0.5437,0.6616,0.8479,0.924,0.8894,0.9078,0.80228
cora_od4qh81g_gae,0.2662,0.4563,0.5741,0.654,0.8479,0.924,0.3877,0.2662,0.4563,0.5741,0.654,0.8479,0.924,0.8932,0.9108,0.80228
cora_gbvrq7fx_gae,0.2814,0.4487,0.5703,0.6502,0.8479,0.924,0.3938,0.2814,0.4487,0.5703,0.6502,0.8479,0.924,0.8908,0.9091,0.79848
cora_azwtf0iz_gae,0.27,0.4373,0.5627,0.6654,0.8479,0.924,0.38,0.27,0.4373,0.5627,0.6654,0.8479,0.924,0.8904,0.9075,0.80038
cora_ty7z5jw0_gae,0.289,0.4753,0.5551,0.6502,0.8441,0.9125,0.4,0.289,0.4753,0.5551,0.6502,0.8441,0.9125,0.8888,0.9078,0.79658
cora_ip8thn42_gae,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.3774,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.8919,0.9091,0.81749
cora_aa913woz_gae,0.3156,0.4449,0.5817,0.6616,0.8517,0.9125,0.4116,0.3156,0.4449,0.5817,0.6616,0.8517,0.9125,0.8899,0.9092,0.80038
cora_k4t7xqzp_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_6py1uf2d_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_s106f4u2_gae,0.2776,0.4677,0.5361,0.6502,0.8441,0.9202,0.3977,0.2776,0.4677,0.5361,0.6502,0.8441,0.9202,0.8927,0.9096,0.80418
cora_3xnprp17_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_kzoae6lr_gae,0.2319,0.4715,0.5779,0.6616,0.8479,0.9202,0.3716,0.2319,0.4715,0.5779,0.6616,0.8479,0.9202,0.8918,0.9095,0.80228
cora_ycsxsev5_gae,0.251,0.4639,0.5589,0.6502,0.8479,0.924,0.3781,0.251,0.4639,0.5589,0.6502,0.8479,0.924,0.8892,0.9075,0.80608
cora_oo36igj6_gae,0.2738,0.4601,0.5779,0.6578,0.8517,0.924,0.393,0.2738,0.4601,0.5779,0.6578,0.8517,0.924,0.8912,0.9101,0.80418
cora_6h2e2x6i_gae,0.2738,0.4487,0.5627,0.654,0.8479,0.9163,0.3908,0.2738,0.4487,0.5627,0.654,0.8479,0.9163,0.889,0.9085,0.80038
cora_ijmj35uj_gae,0.2586,0.4639,0.5513,0.6502,0.8555,0.924,0.3867,0.2586,0.4639,0.5513,0.6502,0.8555,0.924,0.8936,0.9105,0.80228
cora_4my2h8m2_gae,0.27,0.4677,0.5779,0.6654,0.8441,0.9163,0.3914,0.27,0.4677,0.5779,0.6654,0.8441,0.9163,0.8918,0.9092,0.79658
cora_q680n9b2_gae,0.2471,0.4639,0.5779,0.6616,0.8479,0.9202,0.3796,0.2471,0.4639,0.5779,0.6616,0.8479,0.9202,0.8922,0.9102,0.80418
cora_ejym2h8v_gae,0.2548,0.4373,0.5437,0.6616,0.8517,0.9202,0.3755,0.2548,0.4373,0.5437,0.6616,0.8517,0.9202,0.8892,0.9074,0.80228
cora_0qnq7f90_gae,0.2319,0.4525,0.5817,0.6616,0.8441,0.924,0.3699,0.2319,0.4525,0.5817,0.6616,0.8441,0.924,0.8925,0.9098,0.81179
cora_qmwqg9mu_gae,0.2738,0.4601,0.5703,0.6502,0.8479,0.9278,0.3919,0.2738,0.4601,0.5703,0.6502,0.8479,0.9278,0.8925,0.9105,0.79848
cora_auqvt7zd_gae,0.2586,0.4297,0.5475,0.6426,0.8441,0.9202,0.3779,0.2586,0.4297,0.5475,0.6426,0.8441,0.9202,0.8875,0.9055,0.79658
cora_4r4gxa1y_gae,0.2662,0.4601,0.5361,0.654,0.8479,0.9202,0.3914,0.2662,0.4601,0.5361,0.654,0.8479,0.9202,0.8914,0.9088,0.80608
cora_6u7oqfwi_gae,0.2624,0.4601,0.5437,0.6502,0.8403,0.9125,0.3891,0.2624,0.4601,0.5437,0.6502,0.8403,0.9125,0.8915,0.9086,0.80608
cora_4mna907u_gae,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.3792,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.8905,0.9077,0.80228
cora_8hpjqnrc_gae,0.2281,0.4639,0.5779,0.654,0.8479,0.9202,0.3699,0.2281,0.4639,0.5779,0.654,0.8479,0.9202,0.8905,0.9082,0.80038
cora_llcpasrp_gae,0.3004,0.4525,0.5779,0.6616,0.8517,0.9202,0.4061,0.3004,0.4525,0.5779,0.6616,0.8517,0.9202,0.8918,0.9108,0.80989
cora_o6v0odnh_gae,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.3792,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.8905,0.9077,0.80228
cora_hkcbryqp_gae,0.2319,0.4639,0.5741,0.6616,0.8479,0.9163,0.3721,0.2319,0.4639,0.5741,0.6616,0.8479,0.9163,0.8912,0.9093,0.80038
cora_vkim6cgt_gae,0.2281,0.4563,0.5437,0.6502,0.8517,0.9202,0.3718,0.2281,0.4563,0.5437,0.6502,0.8517,0.9202,0.8918,0.909,0.80228
cora_8i8d6muw_gae,0.27,0.4639,0.5741,0.6692,0.8517,0.9202,0.3909,0.27,0.4639,0.5741,0.6692,0.8517,0.9202,0.8909,0.9097,0.79848
cora_t5osunem_gae,0.2395,0.4563,0.5589,0.6578,0.8517,0.9163,0.3717,0.2395,0.4563,0.5589,0.6578,0.8517,0.9163,0.8899,0.908,0.80038
cora_o8j548wq_gae,0.2624,0.4677,0.5779,0.6616,0.8479,0.9202,0.3881,0.2624,0.4677,0.5779,0.6616,0.8479,0.9202,0.8926,0.9096,0.80038
cora_8usw0cbb_gae,0.2624,0.4677,0.5361,0.6502,0.8441,0.9202,0.3896,0.2624,0.4677,0.5361,0.6502,0.8441,0.9202,0.8915,0.9087,0.80038
cora_7c71p2we_gae,0.2624,0.4449,0.5856,0.6806,0.8555,0.9125,0.3862,0.2624,0.4449,0.5856,0.6806,0.8555,0.9125,0.8898,0.9094,0.80038
cora_u4125yng_gae,0.251,0.4411,0.5551,0.6578,0.8479,0.9202,0.3786,0.251,0.4411,0.5551,0.6578,0.8479,0.9202,0.8911,0.9085,0.79468
cora_mm9svzjh_gae,0.2548,0.4373,0.5779,0.6426,0.8479,0.9202,0.3776,0.2548,0.4373,0.5779,0.6426,0.8479,0.9202,0.8897,0.9073,0.80228
cora_a33rxu05_gae,0.2471,0.4639,0.5475,0.654,0.8555,0.924,0.3747,0.2471,0.4639,0.5475,0.654,0.8555,0.924,0.8894,0.9075,0.80038
cora_lqev6axo_gae,0.2548,0.4525,0.5475,0.6578,0.8479,0.9163,0.3829,0.2548,0.4525,0.5475,0.6578,0.8479,0.9163,0.89,0.9084,0.79848
cora_ej21xn9c_gae,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.3819,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.8911,0.9089,0.79658
cora_ln756rdb_gae,0.2852,0.4487,0.5703,0.6578,0.8479,0.9125,0.3963,0.2852,0.4487,0.5703,0.6578,0.8479,0.9125,0.8891,0.9087,0.80038
cora_g4do894v_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_df8chzb1_gae,0.2395,0.4183,0.5437,0.6616,0.8517,0.9202,0.3661,0.2395,0.4183,0.5437,0.6616,0.8517,0.9202,0.8896,0.9069,0.80608
cora_8njpc1gb_gae,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.3936,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.8881,0.9071,0.80608
cora_0iy5dz9m_gae,0.2776,0.4297,0.5361,0.6616,0.8517,0.924,0.3881,0.2776,0.4297,0.5361,0.6616,0.8517,0.924,0.8902,0.9079,0.80798
cora_1bj09ae7_gae,0.2776,0.4677,0.5779,0.6616,0.8479,0.9163,0.3961,0.2776,0.4677,0.5779,0.6616,0.8479,0.9163,0.8902,0.9097,0.80038
cora_60wnki46_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_fs8b44k0_gae,0.2738,0.4487,0.5703,0.6502,0.8479,0.9202,0.389,0.2738,0.4487,0.5703,0.6502,0.8479,0.9202,0.8895,0.908,0.80228
cora_dbz31gef_gae,0.2738,0.4639,0.5399,0.6502,0.8403,0.9163,0.3944,0.2738,0.4639,0.5399,0.6502,0.8403,0.9163,0.8913,0.9087,0.80228
cora_lbnl25r5_gae,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.3819,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.8911,0.9089,0.79658
cora_310ogemu_gae,0.2662,0.4487,0.5665,0.6578,0.8479,0.924,0.3863,0.2662,0.4487,0.5665,0.6578,0.8479,0.924,0.8926,0.9103,0.79658
cora_rw7iackg_gae,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.3936,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.8881,0.9071,0.80608
cora_q97gu6tt_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_3fx3ggj0_gae,0.289,0.4639,0.5665,0.654,0.8403,0.9163,0.4035,0.289,0.4639,0.5665,0.654,0.8403,0.9163,0.8909,0.9096,0.80038
cora_476mzwaa_gae,0.2624,0.4639,0.5361,0.6502,0.8441,0.9125,0.3901,0.2624,0.4639,0.5361,0.6502,0.8441,0.9125,0.8909,0.9083,0.80418
cora_4601crow_gae,0.2738,0.4677,0.5741,0.6654,0.8479,0.9202,0.3919,0.2738,0.4677,0.5741,0.6654,0.8479,0.9202,0.8926,0.9097,0.80418
cora_n8yje1rh_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3936,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8913,0.9086,0.80608
cora_tpj4p2m2_gae,0.2852,0.4715,0.5779,0.6616,0.8517,0.9163,0.3989,0.2852,0.4715,0.5779,0.6616,0.8517,0.9163,0.8897,0.9088,0.80228
cora_ip0cdqq3_gae,0.2852,0.4601,0.5703,0.6616,0.8441,0.9202,0.3977,0.2852,0.4601,0.5703,0.6616,0.8441,0.9202,0.8895,0.9088,0.80228
cora_gynvbps8_gae,0.2624,0.4487,0.5627,0.6464,0.8479,0.9202,0.3843,0.2624,0.4487,0.5627,0.6464,0.8479,0.9202,0.888,0.9068,0.80228
cora_53d3ogf4_gae,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.3771,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.8917,0.909,0.81559
cora_7bionxh9_gae,0.2586,0.4525,0.5437,0.6578,0.8517,0.9125,0.3885,0.2586,0.4525,0.5437,0.6578,0.8517,0.9125,0.8899,0.9086,0.79658
cora_lr2a97ox_gae,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.375,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.8915,0.909,0.79658
cora_aehdok8p_gae,0.2738,0.4715,0.5779,0.6464,0.8441,0.9202,0.3903,0.2738,0.4715,0.5779,0.6464,0.8441,0.9202,0.8868,0.9066,0.79848
cora_68rw05oa_gae,0.2738,0.4677,0.5703,0.6616,0.8517,0.9125,0.3907,0.2738,0.4677,0.5703,0.6616,0.8517,0.9125,0.8906,0.9091,0.79848
cora_bywcp1ue_gae,0.289,0.4639,0.5703,0.6502,0.8517,0.924,0.3992,0.289,0.4639,0.5703,0.6502,0.8517,0.924,0.89,0.9084,0.80228
cora_n3i3cn4o_gae,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.3921,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80608
cora_sgid50ce_gae,0.2586,0.4563,0.5513,0.6578,0.8403,0.9202,0.3865,0.2586,0.4563,0.5513,0.6578,0.8403,0.9202,0.891,0.9087,0.79468
cora_j3obz7gq_gae,0.289,0.4525,0.5627,0.654,0.8441,0.9163,0.3964,0.289,0.4525,0.5627,0.654,0.8441,0.9163,0.8888,0.9073,0.79658
cora_u7wiekin_gae,0.2624,0.4753,0.5437,0.6578,0.8479,0.9278,0.384,0.2624,0.4753,0.5437,0.6578,0.8479,0.9278,0.8906,0.9082,0.80038
cora_p3j78aid_gae,0.2662,0.4677,0.5627,0.654,0.8517,0.924,0.3921,0.2662,0.4677,0.5627,0.654,0.8517,0.924,0.8933,0.9106,0.80038
cora_d3hn11u3_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3929,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8911,0.9085,0.80608
cora_vze0zk7s_gae,0.2624,0.4715,0.5741,0.6578,0.8517,0.924,0.3901,0.2624,0.4715,0.5741,0.6578,0.8517,0.924,0.8929,0.9102,0.80038
cora_zrr0ts32_gae,0.2548,0.4411,0.5627,0.6426,0.8555,0.9202,0.3805,0.2548,0.4411,0.5627,0.6426,0.8555,0.9202,0.8877,0.9067,0.80228
cora_wgjsn473_gae,0.2586,0.4639,0.5741,0.654,0.8517,0.9163,0.3853,0.2586,0.4639,0.5741,0.654,0.8517,0.9163,0.8926,0.9105,0.79848
cora_mkh58x3q_gae,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.3936,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.8881,0.9071,0.80608
cora_9ypgombf_gae,0.2852,0.4639,0.5589,0.654,0.8441,0.924,0.3978,0.2852,0.4639,0.5589,0.654,0.8441,0.924,0.8896,0.9082,0.80418
cora_3bnja9vk_gae,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.3914,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80608
